,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,gpt3_response_scenario_1,gpt3_response_scenario_2
139,artifacts,a_4_mb_4,5,microwave_to_bed_app_original_comp_changed_purpose_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,It is a bed.,It is a bed.
140,artifacts,a_4_mb_5,1,microwave_to_bed_app_new_comp_preserved_purpose_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food. ",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a microwave.,"Based on the information given, it seems that the thing after the special operation is a microwave and not a bed."
141,artifacts,a_4_mb_5,2,microwave_to_bed_app_new_comp_preserved_purpose_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food. ",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is not a bed. It is a microwave.,It is a microwave.
142,artifacts,a_4_mb_5,3,microwave_to_bed_app_new_comp_preserved_purpose_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food. ",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"No, the thing after the special operation is not a microwave or a bed.",The thing after the special operation is a microwave.
143,artifacts,a_4_mb_5,4,microwave_to_bed_app_new_comp_preserved_purpose_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food. ",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a microwave.,The thing after the special operation is not a bed. It is a microwave.
144,artifacts,a_4_mb_5,5,microwave_to_bed_app_new_comp_preserved_purpose_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food. ",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special procedure is a microwave.,The thing after the special operation is a microwave.
145,artifacts,a_4_mb_6,1,microwave_to_bed_app_new_comp_preserved_purpose_changed,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a bed.,The thing after the special operation is a bed.
146,artifacts,a_4_mb_6,2,microwave_to_bed_app_new_comp_preserved_purpose_changed,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a bed.,A bed.
147,artifacts,a_4_mb_6,3,microwave_to_bed_app_new_comp_preserved_purpose_changed,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is not a microwave.,The thing after the special operation is a bed.
148,artifacts,a_4_mb_6,4,microwave_to_bed_app_new_comp_preserved_purpose_changed,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"The thing after the special operation is a bed, not a microwave.",The thing after the special procedure is a bed.
149,artifacts,a_4_mb_6,5,microwave_to_bed_app_new_comp_preserved_purpose_changed,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special procedure is not a microwave; it is a bed.,The thing after the special operation is a bed.
150,artifacts,a_4_mb_7,1,microwave_to_bed_app_new_comp_changed_purpose_preserved,microwave_to_bed,microwave,bed,new,bed,changed,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
151,artifacts,a_4_mb_7,2,microwave_to_bed_app_new_comp_changed_purpose_preserved,microwave_to_bed,microwave,bed,new,bed,changed,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a bed.,The microwave.
152,artifacts,a_4_mb_7,3,microwave_to_bed_app_new_comp_changed_purpose_preserved,microwave_to_bed,microwave,bed,new,bed,changed,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a microwave.,The thing after the special operation is definitely a microwave and not a bed.
153,artifacts,a_4_mb_7,4,microwave_to_bed_app_new_comp_changed_purpose_preserved,microwave_to_bed,microwave,bed,new,bed,changed,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a microwave.,"After the special operation, the thing is a microwave."
154,artifacts,a_4_mb_7,5,microwave_to_bed_app_new_comp_changed_purpose_preserved,microwave_to_bed,microwave,bed,new,bed,changed,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only heated up food.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a microwave.,The thing after the special operation is most likely a microwave.
155,artifacts,a_4_mb_8,1,microwave_to_bed_app_new_comp_changed_purpose_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep. ",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,It’s a bed.,"The thing after the special operation is a bed, not a microwave."
156,artifacts,a_4_mb_8,2,microwave_to_bed_app_new_comp_changed_purpose_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep. ",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a bed.,The thing after the special procedure is a bed.
157,artifacts,a_4_mb_8,3,microwave_to_bed_app_new_comp_changed_purpose_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep. ",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a bed.,A bed.
158,artifacts,a_4_mb_8,4,microwave_to_bed_app_new_comp_changed_purpose_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep. ",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special procedure is a bed.,The thing after the special operation is a bed.
159,artifacts,a_4_mb_8,5,microwave_to_bed_app_new_comp_changed_purpose_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t heat up food. Instead, it only provided a place to sleep. ",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,The thing after the special operation is a bed.,"Although the thing may resemble a bed after the special operation, it is technically considered to be a microwave. This is because the main function of a microwave is to heat up food. Even though the thing may provide a place to sleep, this is not its primary function."
160,artifacts,a_5_ml_1,1,microwave_to_lotion_app_original_comp_preserved_purpose_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,The thing after the special operation is a microwave.,The thing after the special procedure is a microwave.
161,artifacts,a_5_ml_1,2,microwave_to_lotion_app_original_comp_preserved_purpose_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,The thing after the special operation is a microwave.,A microwave.
162,artifacts,a_5_ml_1,3,microwave_to_lotion_app_original_comp_preserved_purpose_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,"The answer is that the thing after the special operation is a microwave, not lotion.",A microwave.
163,artifacts,a_5_ml_1,4,microwave_to_lotion_app_original_comp_preserved_purpose_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,It is a microwave.,The thing after the special operation is a microwave.
164,artifacts,a_5_ml_1,5,microwave_to_lotion_app_original_comp_preserved_purpose_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t moisturize and soften the skin. Instead, it only heated up food. ",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,"After the special operation, the thing is a microwave.",The thing after the special operation is a microwave.
165,artifacts,a_5_ml_2,1,microwave_to_lotion_app_original_comp_preserved_purpose_changed,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,The thing after the special operation is lotion.,The thing after the special operation is lotion.
166,artifacts,a_5_ml_2,2,microwave_to_lotion_app_original_comp_preserved_purpose_changed,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,The thing after the special procedure is not a microwave; it is lotion.,A lotion.
167,artifacts,a_5_ml_2,3,microwave_to_lotion_app_original_comp_preserved_purpose_changed,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,It is a lotion.,The thing after the special procedure is lotion.
168,artifacts,a_5_ml_2,4,microwave_to_lotion_app_original_comp_preserved_purpose_changed,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only moisturized and softened the skin.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,The thing after the special operation is lotion.,The thing after the special procedure is lotion.
