,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_question_1,bloom_response_question_2
107,artifacts,a_3_bk_4,2,bed_to_keychain_app_new_telo_changed,bed_to_keychain,bed,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a keychain.
The key",a bed. Because the thing
107,artifacts,a_3_bk_4,3,bed_to_keychain_app_new_telo_changed,bed_to_keychain,bed,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. The reason,a keychain because it was
107,artifacts,a_3_bk_4,4,bed_to_keychain_app_new_telo_changed,bed_to_keychain,bed,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a keychain.
Reason:",a keychain. I think
107,artifacts,a_3_bk_4,5,bed_to_keychain_app_new_telo_changed,bed_to_keychain,bed,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. It doesn’t,"a bed. Because, after"
108,artifacts,a_4_mb_1,1,microwave_to_bed_app_original_telo_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave, not a bed",a microwave. I think the
108,artifacts,a_4_mb_1,2,microwave_to_bed_app_original_telo_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. The microwave can,a microwave. Because the microwave
108,artifacts,a_4_mb_1,3,microwave_to_bed_app_original_telo_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave.
There are two",both a microwave and a bed
108,artifacts,a_4_mb_1,4,microwave_to_bed_app_original_telo_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. I think that,a microwave. We can prove
108,artifacts,a_4_mb_1,5,microwave_to_bed_app_original_telo_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave, because it provides",a microwave. We don’t know
109,artifacts,a_4_mb_2,1,microwave_to_bed_app_original_telo_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave because the microwave is,"a bed, not a microwave"
109,artifacts,a_4_mb_2,2,microwave_to_bed_app_original_telo_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave, because it was",a bed because it only provides
109,artifacts,a_4_mb_2,3,microwave_to_bed_app_original_telo_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave. In fact,","a microwave. After all,"
109,artifacts,a_4_mb_2,4,microwave_to_bed_app_original_telo_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,both a microwave and a bed,a microwave because it is a
109,artifacts,a_4_mb_2,5,microwave_to_bed_app_original_telo_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. Because after the,a microwave. The microwave after
110,artifacts,a_4_mb_3,1,microwave_to_bed_app_new_telo_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave. After all,",a microwave. The microwave is
110,artifacts,a_4_mb_3,2,microwave_to_bed_app_new_telo_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. It is true,both a microwave and a bed
110,artifacts,a_4_mb_3,3,microwave_to_bed_app_new_telo_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave. First, they",a microwave. Why? Because
110,artifacts,a_4_mb_3,4,microwave_to_bed_app_new_telo_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave because the scientists used,a microwave. I think the
110,artifacts,a_4_mb_3,5,microwave_to_bed_app_new_telo_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. The microwave is,"a microwave, because the microwave"
111,artifacts,a_4_mb_4,1,microwave_to_bed_app_new_telo_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a bed. The scientists are,a microwave. I think the
111,artifacts,a_4_mb_4,2,microwave_to_bed_app_new_telo_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a bed. Because it is,a bed. Because the microwave
111,artifacts,a_4_mb_4,3,microwave_to_bed_app_new_telo_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave. After all,",a microwave because it is a
111,artifacts,a_4_mb_4,4,microwave_to_bed_app_new_telo_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. The microwave is,a bed. There is no
111,artifacts,a_4_mb_4,5,microwave_to_bed_app_new_telo_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. Because the special,"a microwave, because the microwave"
112,artifacts,a_5_ml_1,1,microwave_to_lotion_app_original_telo_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,"a microwave. After all,",lotion because microwave is not
112,artifacts,a_5_ml_1,2,microwave_to_lotion_app_original_telo_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,lotion. Because the microwave,"a microwave, because it looks"
112,artifacts,a_5_ml_1,3,microwave_to_lotion_app_original_telo_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,a microwave. Because the special,"lotion.
Reason: Mic"
112,artifacts,a_5_ml_1,4,microwave_to_lotion_app_original_telo_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,a microwave. According to the,a microwave because the special procedure
112,artifacts,a_5_ml_1,5,microwave_to_lotion_app_original_telo_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,microwave. Because the microwave is,"a microwave, because the thing"
113,artifacts,a_5_ml_2,1,microwave_to_lotion_app_original_telo_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,a microwave. I think it,microwave because the microwave is used
113,artifacts,a_5_ml_2,2,microwave_to_lotion_app_original_telo_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,"lotion.
Reason:",lotion. I think it
113,artifacts,a_5_ml_2,3,microwave_to_lotion_app_original_telo_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,microwave because it was originally a,lotion. Although the thing
113,artifacts,a_5_ml_2,4,microwave_to_lotion_app_original_telo_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,a microwave because it can heat,"lotion, but I am"
113,artifacts,a_5_ml_2,5,microwave_to_lotion_app_original_telo_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,"lotion because, after the",lotion. The reason is
114,artifacts,a_5_ml_3,1,microwave_to_lotion_app_new_telo_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,"lotion. Because, I",lotion. Because the microwave
114,artifacts,a_5_ml_3,2,microwave_to_lotion_app_new_telo_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,microwave. Because it is the,a microwave. I think the
114,artifacts,a_5_ml_3,3,microwave_to_lotion_app_new_telo_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,a microwave. The reason is,微波炉 (wēi
114,artifacts,a_5_ml_3,4,microwave_to_lotion_app_new_telo_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,microwave because the procedure that they,a microwave because the thing was
114,artifacts,a_5_ml_3,5,microwave_to_lotion_app_new_telo_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,microwave. It can be turned,"microwave, not lotion."
115,artifacts,a_5_ml_4,1,microwave_to_lotion_app_new_telo_changed,microwave_to_lotion,microwave,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,microwave. The reason is that,lotion because it is not
115,artifacts,a_5_ml_4,2,microwave_to_lotion_app_new_telo_changed,microwave_to_lotion,microwave,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,"microwave.
Reasoning:
The",microwave. The microwave can heat
115,artifacts,a_5_ml_4,3,microwave_to_lotion_app_new_telo_changed,microwave_to_lotion,microwave,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,a microwave. Because it can,"a microwave.
I think the"
115,artifacts,a_5_ml_4,4,microwave_to_lotion_app_new_telo_changed,microwave_to_lotion,microwave,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,a microwave. Although the thing,lotion. The thing after
