,Unnamed: 0,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
72,206,artifacts,a_2_bl_7,3,bed_to_lotion_app_new_comp_changed_purpose_preserved,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, It only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t moisturize and soften the skin. Instead, It only provided a place to sleep.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,lotion because it was,lotion,"a bed, because it",bed
73,206,artifacts,a_2_bl_7,4,bed_to_lotion_app_new_comp_changed_purpose_preserved,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, It only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t moisturize and soften the skin. Instead, It only provided a place to sleep.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed. If you,bed,"a bed.
Reason:",bed
74,206,artifacts,a_2_bl_7,5,bed_to_lotion_app_new_comp_changed_purpose_preserved,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, It only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t moisturize and soften the skin. Instead, It only provided a place to sleep.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,"a bed, not a",bed,"a bed.

A:",bed
75,207,artifacts,a_2_bl_8,1,bed_to_lotion_app_new_comp_changed_purpose_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of  water, oil, emulsifiers and skin-protecting ingredients. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of  water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,"lotion.
Here is",lotion,"lotion, not a",lotion
76,207,artifacts,a_2_bl_8,2,bed_to_lotion_app_new_comp_changed_purpose_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of  water, oil, emulsifiers and skin-protecting ingredients. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of  water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a lotion. Because,lotion,lotion because the scientists,lotion
77,207,artifacts,a_2_bl_8,3,bed_to_lotion_app_new_comp_changed_purpose_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of  water, oil, emulsifiers and skin-protecting ingredients. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of  water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,lotion. Because a,lotion,lotion. Because a,lotion
78,207,artifacts,a_2_bl_8,4,bed_to_lotion_app_new_comp_changed_purpose_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of  water, oil, emulsifiers and skin-protecting ingredients. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of  water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed because it is,bed,"a bed. Because,",bed
79,207,artifacts,a_2_bl_8,5,bed_to_lotion_app_new_comp_changed_purpose_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of  water, oil, emulsifiers and skin-protecting ingredients. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of  water, oil, emulsifiers and skin-protecting ingredients. Moreover, it didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is,a bed. The thing,bed,a bed. Why?,bed
80,208,artifacts,a_3_bk_1,1,bed_to_keychain_app_original_comp_preserved_purpose_preserved,bed_to_keychain,bed,keychain,original,bed,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a bed. Because it,bed,a keychain. The,keychain
81,208,artifacts,a_3_bk_1,2,bed_to_keychain_app_original_comp_preserved_purpose_preserved,bed_to_keychain,bed,keychain,original,bed,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a keychain, because",keychain,a keychain. First,keychain
82,208,artifacts,a_3_bk_1,3,bed_to_keychain_app_original_comp_preserved_purpose_preserved,bed_to_keychain,bed,keychain,original,bed,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a keychain, because",keychain,"a keychain, not",keychain
83,208,artifacts,a_3_bk_1,4,bed_to_keychain_app_original_comp_preserved_purpose_preserved,bed_to_keychain,bed,keychain,original,bed,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,both. The thing after,unsure,"a keychain, because",keychain
84,208,artifacts,a_3_bk_1,5,bed_to_keychain_app_original_comp_preserved_purpose_preserved,bed_to_keychain,bed,keychain,original,bed,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a bed.
Reason:",bed,a keychain because the,keychain
85,209,artifacts,a_3_bk_2,1,bed_to_keychain_app_original_comp_preserved_purpose_changed,bed_to_keychain,bed,keychain,original,bed,preserved,bed,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only held keys.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain because the,keychain,both a keychain and,unsure
86,209,artifacts,a_3_bk_2,2,bed_to_keychain_app_original_comp_preserved_purpose_changed,bed_to_keychain,bed,keychain,original,bed,preserved,bed,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only held keys.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain because it,keychain,a keychain. Because,keychain
87,209,artifacts,a_3_bk_2,3,bed_to_keychain_app_original_comp_preserved_purpose_changed,bed_to_keychain,bed,keychain,original,bed,preserved,bed,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only held keys.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. After,keychain,a bed because it is,bed
88,209,artifacts,a_3_bk_2,4,bed_to_keychain_app_original_comp_preserved_purpose_changed,bed_to_keychain,bed,keychain,original,bed,preserved,bed,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only held keys.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a keychain.
A",keychain,both a bed and a,unsure
89,209,artifacts,a_3_bk_2,5,bed_to_keychain_app_original_comp_preserved_purpose_changed,bed_to_keychain,bed,keychain,original,bed,preserved,bed,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only held keys.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a bed because it is,bed,a keychain. Because,keychain
90,210,artifacts,a_3_bk_3,1,bed_to_keychain_app_original_comp_changed_purpose_preserved,bed_to_keychain,bed,keychain,original,bed,changed,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a keychain.
Reason",keychain,a keychain because the,keychain
91,210,artifacts,a_3_bk_3,2,bed_to_keychain_app_original_comp_changed_purpose_preserved,bed_to_keychain,bed,keychain,original,bed,changed,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"keychain.

A:",keychain,"a keychain, not",keychain
92,210,artifacts,a_3_bk_3,3,bed_to_keychain_app_original_comp_changed_purpose_preserved,bed_to_keychain,bed,keychain,original,bed,changed,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. Because,keychain,a bed. It provides,bed
93,210,artifacts,a_3_bk_3,4,bed_to_keychain_app_original_comp_changed_purpose_preserved,bed_to_keychain,bed,keychain,original,bed,changed,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain because it,keychain,both. If we look,unsure
94,210,artifacts,a_3_bk_3,5,bed_to_keychain_app_original_comp_changed_purpose_preserved,bed_to_keychain,bed,keychain,original,bed,changed,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. First,keychain,a bed. Because it,bed
95,211,artifacts,a_3_bk_4,1,bed_to_keychain_app_original_comp_changed_purpose_changed,bed_to_keychain,bed,keychain,original,bed,changed,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t provide a place to sleep. Instead, it only held keys. ",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain because it,keychain,both. In the first,unsure
96,211,artifacts,a_3_bk_4,2,bed_to_keychain_app_original_comp_changed_purpose_changed,bed_to_keychain,bed,keychain,original,bed,changed,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t provide a place to sleep. Instead, it only held keys. ",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain because it,keychain,a keychain. I,keychain
97,211,artifacts,a_3_bk_4,3,bed_to_keychain_app_original_comp_changed_purpose_changed,bed_to_keychain,bed,keychain,original,bed,changed,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t provide a place to sleep. Instead, it only held keys. ",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. Because,keychain,a keychain because it,keychain
98,211,artifacts,a_3_bk_4,4,bed_to_keychain_app_original_comp_changed_purpose_changed,bed_to_keychain,bed,keychain,original,bed,changed,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t provide a place to sleep. Instead, it only held keys. ",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a bed because the procedure,bed,a keychain. The,keychain
99,211,artifacts,a_3_bk_4,5,bed_to_keychain_app_original_comp_changed_purpose_changed,bed_to_keychain,bed,keychain,original,bed,changed,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t provide a place to sleep. Instead, it only held keys. ",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. A,keychain,a keychain. It,keychain
100,212,artifacts,a_3_bk_5,1,bed_to_keychain_app_new_comp_preserved_purpose_preserved,bed_to_keychain,bed,keychain,new,keychain,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep. ",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a bed, because the",bed,a keychain. It,keychain
101,212,artifacts,a_3_bk_5,2,bed_to_keychain_app_new_comp_preserved_purpose_preserved,bed_to_keychain,bed,keychain,new,keychain,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep. ",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a bed because it is,bed,"a keychain, because",keychain
102,212,artifacts,a_3_bk_5,3,bed_to_keychain_app_new_comp_preserved_purpose_preserved,bed_to_keychain,bed,keychain,new,keychain,preserved,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep. ",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. Because,keychain,a bed because it is,bed
