category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,telo_condition,whose_telo,scenario_1,scenario_2,question,gpt3_response_scenario_1,gpt3_response_scenario_2
artifacts,a_4_mb_1,2,microwave_to_bed_app_original_telo_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation would be considered a microwave because it only heats up food and does not provide a place to sleep.,The thing after the special procedure is a microwave.
artifacts,a_4_mb_1,3,microwave_to_bed_app_original_telo_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is a microwave.,The thing after the special procedure is a microwave.
artifacts,a_4_mb_1,4,microwave_to_bed_app_original_telo_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is a microwave.,"Although the thing may resemble a bed after the special operation, it is technically still a microwave."
artifacts,a_4_mb_1,5,microwave_to_bed_app_original_telo_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special procedure is a microwave.,The thing after the special procedure is a microwave.
artifacts,a_4_mb_2,1,microwave_to_bed_app_original_telo_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,It is a bed.,The thing after the special procedure is a bed.
artifacts,a_4_mb_2,2,microwave_to_bed_app_original_telo_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,"The thing after the special procedure would be considered a bed, since it is not able to heat up food like a microwave.",The thing after the special procedure is a bed.
artifacts,a_4_mb_2,3,microwave_to_bed_app_original_telo_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,A bed.,"The thing after the special procedure is not a microwave, but a bed."
artifacts,a_4_mb_2,4,microwave_to_bed_app_original_telo_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special procedure is a bed.,The thing after the special procedure is a bed.
artifacts,a_4_mb_2,5,microwave_to_bed_app_original_telo_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special procedure is a bed.,The thing after the operation is a bed.
artifacts,a_4_mb_3,1,microwave_to_bed_app_new_telo_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is a microwave.,The thing after the special procedure is a microwave.
artifacts,a_4_mb_3,2,microwave_to_bed_app_new_telo_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,It is a microwave.,The thing after the special procedure is a microwave.
artifacts,a_4_mb_3,3,microwave_to_bed_app_new_telo_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is a microwave.,The answer is that the thing after the special operation is a microwave.
artifacts,a_4_mb_3,4,microwave_to_bed_app_new_telo_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
artifacts,a_4_mb_3,5,microwave_to_bed_app_new_telo_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only heated up food. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The answer is that the thing after the special procedure is a microwave.,The answer is that the thing after the special operation is a microwave.
artifacts,a_4_mb_4,1,microwave_to_bed_app_new_telo_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,A bed.,The thing after the special operation is a bed.
artifacts,a_4_mb_4,2,microwave_to_bed_app_new_telo_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,"The thing after the special operation is a bed, not a microwave.",The thing after the special operation is a bed.
artifacts,a_4_mb_4,3,microwave_to_bed_app_new_telo_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,"From the information given, it is impossible to say definitively whether the thing after the special operation is a microwave or a bed. It depends on how the special procedure is defined. If the special procedure is simply a matter of aesthetics, then it is likely that the thing is still a microwave. However, if the special procedure alters the function of the microwave, then it is likely that the thing",It is a bed.
artifacts,a_4_mb_4,4,microwave_to_bed_app_new_telo_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is a bed.,It is a bed.
artifacts,a_4_mb_4,5,microwave_to_bed_app_new_telo_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,It is a bed.,The thing after the special procedure is a bed.
artifacts,a_5_ml_1,1,microwave_to_lotion_app_original_telo_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special procedure is a microwave.,It is a microwave.
artifacts,a_5_ml_1,2,microwave_to_lotion_app_original_telo_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
artifacts,a_5_ml_1,3,microwave_to_lotion_app_original_telo_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,It is a microwave.,It is a microwave.
artifacts,a_5_ml_1,4,microwave_to_lotion_app_original_telo_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,It's a microwave.,The thing after the special procedure is a microwave.
artifacts,a_5_ml_1,5,microwave_to_lotion_app_original_telo_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,"The thing after the special operation is a microwave, not lotion.",The thing after the special operation is a microwave.
artifacts,a_5_ml_2,1,microwave_to_lotion_app_original_telo_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,Lotion.,Lotion
artifacts,a_5_ml_2,2,microwave_to_lotion_app_original_telo_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,Lotion,"This is a difficult question to answer. While the scientists may have found that the thing after the special procedure didn't heat up food, it's not clear what else the scientists did to test whether or not it was a microwave. It's possible that the thing is actually a lotion and was only designed to moisturize and soften the skin."
artifacts,a_5_ml_2,3,microwave_to_lotion_app_original_telo_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is lotion.,The thing after the special procedure is lotion.
artifacts,a_5_ml_2,4,microwave_to_lotion_app_original_telo_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is a lotion.,The thing after the special operation is lotion.
artifacts,a_5_ml_2,5,microwave_to_lotion_app_original_telo_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special procedure is lotion.,The thing after the special procedure is lotion.
artifacts,a_5_ml_3,1,microwave_to_lotion_app_new_telo_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
artifacts,a_5_ml_3,2,microwave_to_lotion_app_new_telo_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special procedure is a microwave.,The thing after the special operation is a microwave.
artifacts,a_5_ml_3,3,microwave_to_lotion_app_new_telo_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special procedure is a microwave.,It is a microwave.
artifacts,a_5_ml_3,4,microwave_to_lotion_app_new_telo_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special procedure is a microwave.,The thing after the special operation is a microwave.
artifacts,a_5_ml_3,5,microwave_to_lotion_app_new_telo_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
artifacts,a_5_ml_4,1,microwave_to_lotion_app_new_telo_changed,microwave_to_lotion,microwave,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,Lotion,The thing after the special operation is lotion.
artifacts,a_5_ml_4,2,microwave_to_lotion_app_new_telo_changed,microwave_to_lotion,microwave,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special procedure is lotion.,The thing after the special operation is lotion.
artifacts,a_5_ml_4,3,microwave_to_lotion_app_new_telo_changed,microwave_to_lotion,microwave,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is lotion.,Lotion
artifacts,a_5_ml_4,4,microwave_to_lotion_app_new_telo_changed,microwave_to_lotion,microwave,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,Lotion,The thing after the special operation is lotion.
artifacts,a_5_ml_4,5,microwave_to_lotion_app_new_telo_changed,microwave_to_lotion,microwave,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,"After the special procedure, the thing is lotion.",The special procedure changed the microwave into lotion.
artifacts,a_6_mk_1,1,microwave_to_keychain_app_original_telo_preserved,microwave_to_keychain,microwave,keychain,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or  a keychain?,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
artifacts,a_6_mk_1,2,microwave_to_keychain_app_original_telo_preserved,microwave_to_keychain,microwave,keychain,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or  a keychain?,It's a microwave.,The thing after the special operation is a microwave.
artifacts,a_6_mk_1,3,microwave_to_keychain_app_original_telo_preserved,microwave_to_keychain,microwave,keychain,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or  a keychain?,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
artifacts,a_6_mk_1,4,microwave_to_keychain_app_original_telo_preserved,microwave_to_keychain,microwave,keychain,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or  a keychain?,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
