,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,gpt3_response_question_1_2
27,rose_nichols_2020,1,28,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the true purpose of hotplates."
28,rose_nichols_2020,1,29,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates."
29,rose_nichols_2020,1,30,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,It is a hotplate.,"Yes, the thing after the special operation is still a hotplate. It can be used to heat up food or anything else."
30,rose_nichols_2020,1,31,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation still heats up. It just doesn't have a clock face anymore."
31,rose_nichols_2020,1,32,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,It is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates."
32,rose_nichols_2020,1,33,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates. Instead, it only heats up."
33,rose_nichols_2020,1,34,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation does retain the true purpose of hotplates."
34,rose_nichols_2020,1,35,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation still functions as a hotplate."
35,rose_nichols_2020,1,36,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the purpose of hotplates because it heats up."
36,rose_nichols_2020,1,37,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the true purpose of hotplates."
37,rose_nichols_2020,1,38,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates. A hotplate is a household appliance that typically uses an electrical coil or gas flame to heat up food."
38,rose_nichols_2020,1,39,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation still heats up. It just doesn't tell time."
39,rose_nichols_2020,1,40,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,It is a hotplate.,"Yes, the thing after the special operation is still a hotplate. The primary purpose of a hotplate is to generate heat, not to tell time."
40,rose_nichols_2020,1,41,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,"The thing after the special procedure is a hotplate, not a clock.","No, the thing after the special operation does not retain the true purpose of hotplates."
41,rose_nichols_2020,1,42,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates. hotplates are designed to generate heat, not to tell time."
42,rose_nichols_2020,1,43,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,The thing after the special operation does not retain the true purpose of hotplates.
43,rose_nichols_2020,1,44,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation is still a hotplate and retains the true purpose of hotplates which is to heat up."
44,rose_nichols_2020,1,45,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates."
45,rose_nichols_2020,1,46,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates."
46,rose_nichols_2020,1,47,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No. The thing after the special operation only heats up, it does not retain the original purpose of the hotplate."
47,rose_nichols_2020,1,48,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates. hotplates are typically used to cook food or provide heat, but the thing after the special operation can only heat up."
48,rose_nichols_2020,1,49,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the true purpose of hotplates."
49,rose_nichols_2020,1,50,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),FALSE,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special procedure is a hotplate.,"The purpose of a hotplate is to generate heat. The thing after the special procedure can still generate heat, so it has retained the true purpose of a hotplate."
0,rose_nichols_2020,1,1,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),TRUE,magnetite_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on some magnetite.They decide to make it rectangular shaped, smooth over its jagged surface and paint it dark black. After the special procedure, the thing looked like coal. After running some tests, they found that the thing after the special procedure didn’t attract objects. Instead, it only produced energy.",categorization,Is the thing after the special operation magnetite or coal?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of magnetite?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher coal ratings on purpose changed.,The thing after the special operation is coal.,"No, the thing after the special operation does not retain the true purpose of magnetite."
1,rose_nichols_2020,1,2,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),TRUE,magnetite_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on some magnetite.They decide to make it rectangular shaped, smooth over its jagged surface and paint it dark black. After the special procedure, the thing looked like coal. After running some tests, they found that the thing after the special procedure didn’t attract objects. Instead, it only produced energy.",categorization,Is the thing after the special operation magnetite or coal?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of magnetite?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher coal ratings on purpose changed.,"The thing seems to be coal, since it does not attract objects.","No, the thing after the special operation does not retain the true purpose of magnetite."
2,rose_nichols_2020,1,3,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),TRUE,magnetite_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on some magnetite.They decide to make it rectangular shaped, smooth over its jagged surface and paint it dark black. After the special procedure, the thing looked like coal. After running some tests, they found that the thing after the special procedure didn’t attract objects. Instead, it only produced energy.",categorization,Is the thing after the special operation magnetite or coal?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of magnetite?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher coal ratings on purpose changed.,"The thing after the special operation is most likely magnetite, as it is the only known material that both produces energy and is attracted to objects. However, without further testing it is impossible to say for sure.","It is impossible to say for sure without further testing, but it seems likely that the thing after the special operation has lost the true purpose of magnetite."
3,rose_nichols_2020,1,4,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),TRUE,magnetite_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on some magnetite.They decide to make it rectangular shaped, smooth over its jagged surface and paint it dark black. After the special procedure, the thing looked like coal. After running some tests, they found that the thing after the special procedure didn’t attract objects. Instead, it only produced energy.",categorization,Is the thing after the special operation magnetite or coal?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of magnetite?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher coal ratings on purpose changed.,The thing after the special operation is magnetite.,"Yes, the thing after the special operation still has the ability to produce energy."
4,rose_nichols_2020,1,5,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),TRUE,magnetite_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on some magnetite.They decide to make it rectangular shaped, smooth over its jagged surface and paint it dark black. After the special procedure, the thing looked like coal. After running some tests, they found that the thing after the special procedure didn’t attract objects. Instead, it only produced energy.",categorization,Is the thing after the special operation magnetite or coal?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of magnetite?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher coal ratings on purpose changed.,"It's not clear from the scenario whether the thing after the special operation is magnetite or coal. If the scientists only ran tests to determine if the thing was producing energy, they wouldn't be able to definitively say whether it was magnetite or coal.","No, the thing after the special operation no longer retains the true purpose of magnetite."
5,rose_nichols_2020,1,6,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),TRUE,magnetite_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on some magnetite.They decide to make it rectangular shaped, smooth over its jagged surface and paint it dark black. After the special procedure, the thing looked like coal. After running some tests, they found that the thing after the special procedure didn’t attract objects. Instead, it only produced energy.",categorization,Is the thing after the special operation magnetite or coal?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of magnetite?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher coal ratings on purpose changed.,"The thing after the special operation is neither magnetite nor coal, but rather a new type of material that only produces energy.","The thing after the special operation does not retain the original purpose of magnetite, which was to attract objects. However, it does have a new purpose of producing energy."
6,rose_nichols_2020,1,7,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),TRUE,magnetite_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on some magnetite.They decide to make it rectangular shaped, smooth over its jagged surface and paint it dark black. After the special procedure, the thing looked like coal. After running some tests, they found that the thing after the special procedure didn’t attract objects. Instead, it only produced energy.",categorization,Is the thing after the special operation magnetite or coal?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of magnetite?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher coal ratings on purpose changed.,The thing after the special operation is coal.,"No, the thing after the special operation does not retain the true purpose of magnetite."
7,rose_nichols_2020,1,8,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),TRUE,magnetite_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on some magnetite.They decide to make it rectangular shaped, smooth over its jagged surface and paint it dark black. After the special procedure, the thing looked like coal. After running some tests, they found that the thing after the special procedure didn’t attract objects. Instead, it only produced energy.",categorization,Is the thing after the special operation magnetite or coal?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of magnetite?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher coal ratings on purpose changed.,The thing after the special operation is coal.,"No, the thing after the special operation does not retain the true purpose of magnetite."
8,rose_nichols_2020,1,9,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),TRUE,magnetite_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on some magnetite.They decide to make it rectangular shaped, smooth over its jagged surface and paint it dark black. After the special procedure, the thing looked like coal. After running some tests, they found that the thing after the special procedure didn’t attract objects. Instead, it only produced energy.",categorization,Is the thing after the special operation magnetite or coal?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of magnetite?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher coal ratings on purpose changed.,The thing after the special operation is coal.,"No, the thing after the special operation does not retain the true purpose of magnetite."
