,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
58,living_natural_kinds,l_3_chickenb_3,3,chicken_to_bat_app_new_telo_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a chicken because it looks like,chicken,a chicken because the thing looks,chicken
58,living_natural_kinds,l_3_chickenb_3,4,chicken_to_bat_app_new_telo_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a bat. Because the thing,bat,a chicken. If it is,chicken
58,living_natural_kinds,l_3_chickenb_3,5,chicken_to_bat_app_new_telo_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,bat. If you look at,bat,"a bat, but I am",bat
59,living_natural_kinds,l_3_chickenb_4,1,chicken_to_bat_app_new_telo_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a bat. If you look,bat,a chicken. This is because,chicken
59,living_natural_kinds,l_3_chickenb_4,2,chicken_to_bat_app_new_telo_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a chicken. It still has,chicken,neither a chicken nor a bat,unsure
59,living_natural_kinds,l_3_chickenb_4,3,chicken_to_bat_app_new_telo_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a chicken. The thing after,chicken,a bat because it looked like,bat
59,living_natural_kinds,l_3_chickenb_4,4,chicken_to_bat_app_new_telo_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a chicken. There are two,chicken,a bat. Because the thing,bat
59,living_natural_kinds,l_3_chickenb_4,5,chicken_to_bat_app_new_telo_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a bat. The procedure has,bat,a bat because it has wings,bat
60,living_natural_kinds,l_4_cowchicken_1,1,cow_to_chicken_app_original_telo_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow. A cow is,cow,a cow. A cow is,cow
60,living_natural_kinds,l_4_cowchicken_1,2,cow_to_chicken_app_original_telo_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"a cow.
We have to",cow,a cow because it looks like,cow
60,living_natural_kinds,l_4_cowchicken_1,3,cow_to_chicken_app_original_telo_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"a cow. Because, the",cow,"a cow, because the thing",cow
60,living_natural_kinds,l_4_cowchicken_1,4,cow_to_chicken_app_original_telo_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,both a cow and a chicken,unsure,a cow. The cow after,cow
60,living_natural_kinds,l_4_cowchicken_1,5,cow_to_chicken_app_original_telo_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow. According to Wikipedia,cow,a cow. If we look,cow
61,living_natural_kinds,l_4_cowchicken_2,1,cow_to_chicken_app_original_telo_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,neither a cow nor a chicken,unsure,a cow. If we think,cow
61,living_natural_kinds,l_4_cowchicken_2,2,cow_to_chicken_app_original_telo_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,not a cow because it doesn’t,unsure,a chicken because it can lay,chicken
61,living_natural_kinds,l_4_cowchicken_2,3,cow_to_chicken_app_original_telo_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"a cow because, after the",cow,"a cow.
I think the",cow
61,living_natural_kinds,l_4_cowchicken_2,4,cow_to_chicken_app_original_telo_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow. Because the thing,cow,both a cow and a chicken,unsure
61,living_natural_kinds,l_4_cowchicken_2,5,cow_to_chicken_app_original_telo_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a chicken. If the thing,chicken,a cow. Because they did,cow
62,living_natural_kinds,l_4_cowchicken_3,1,cow_to_chicken_app_new_telo_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a chicken because it looks like,chicken,a cow. It produces milk,cow
62,living_natural_kinds,l_4_cowchicken_3,2,cow_to_chicken_app_new_telo_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow. They are not,cow,a cow. Because the thing,cow
62,living_natural_kinds,l_4_cowchicken_3,3,cow_to_chicken_app_new_telo_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"a cow, because, in",cow,a cow because it can produce,cow
62,living_natural_kinds,l_4_cowchicken_3,4,cow_to_chicken_app_new_telo_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow. It is because,cow,a cow. It looks like,cow
62,living_natural_kinds,l_4_cowchicken_3,5,cow_to_chicken_app_new_telo_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow. The thing after,cow,"a cow. Because, a",cow
63,living_natural_kinds,l_4_cowchicken_4,1,cow_to_chicken_app_new_telo_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,both a cow and a chicken,unsure,neither a cow nor a chicken,unsure
63,living_natural_kinds,l_4_cowchicken_4,2,cow_to_chicken_app_new_telo_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"a chicken, since it looks",chicken,"a cow, not a chicken",cow
63,living_natural_kinds,l_4_cowchicken_4,3,cow_to_chicken_app_new_telo_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow. Because it can,cow,"a cow, because the thing",cow
63,living_natural_kinds,l_4_cowchicken_4,4,cow_to_chicken_app_new_telo_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"a cow, because the thing",cow,a chicken. The cow is,chicken
63,living_natural_kinds,l_4_cowchicken_4,5,cow_to_chicken_app_new_telo_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow because it produces beef,cow,a chicken. After the special,chicken
64,living_natural_kinds,l_5_coww_1,1,cow_to_worm_app_original_telo_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow. It is not,cow,a cow. Because it is,cow
64,living_natural_kinds,l_5_coww_1,2,cow_to_worm_app_original_telo_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow. Because the thing,cow,"a cow.
Because the scientists",cow
64,living_natural_kinds,l_5_coww_1,3,cow_to_worm_app_original_telo_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,"a cow, but the thing",cow,a cow because it has the,cow
64,living_natural_kinds,l_5_coww_1,4,cow_to_worm_app_original_telo_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,"a cow.
Because:",cow,"a cow. After all,",cow
64,living_natural_kinds,l_5_coww_1,5,cow_to_worm_app_original_telo_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow because it can provide,cow,"a cow.
Question: Some very",cow
65,living_natural_kinds,l_5_coww_2,1,cow_to_worm_app_original_telo_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,"a cow, because the thing",cow,a cow. The thing is,cow
65,living_natural_kinds,l_5_coww_2,2,cow_to_worm_app_original_telo_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,"a cow. Because, the",cow,"a cow.
Reason: If",cow
65,living_natural_kinds,l_5_coww_2,3,cow_to_worm_app_original_telo_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a worm. Because the thing,worm,a cow. The thing after,cow
65,living_natural_kinds,l_5_coww_2,4,cow_to_worm_app_original_telo_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,"a cow because, after the",cow,a cow. Because it still,cow
65,living_natural_kinds,l_5_coww_2,5,cow_to_worm_app_original_telo_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow. Why? Because,cow,a cow. The thing after,cow
66,living_natural_kinds,l_5_coww_3,1,cow_to_worm_app_new_telo_preserved,cow_to_worm,cow,worm,new,worm,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,cow. The thing looks like,cow,"a worm, because the thing",worm
66,living_natural_kinds,l_5_coww_3,2,cow_to_worm_app_new_telo_preserved,cow_to_worm,cow,worm,new,worm,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a worm. Because it is,worm,a cow. The procedure didn’t,cow
66,living_natural_kinds,l_5_coww_3,3,cow_to_worm_app_new_telo_preserved,cow_to_worm,cow,worm,new,worm,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow. Because the thing,cow,"a worm.
Reason:",worm
66,living_natural_kinds,l_5_coww_3,4,cow_to_worm_app_new_telo_preserved,cow_to_worm,cow,worm,new,worm,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow. The thing after,cow,a cow. The thing after,cow
