Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,gpt3_response_question_1_2,categorization_rating
9,rose_nichols_2020,1,10,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the true purpose of hotplates: to heat up.",hotplate
10,rose_nichols_2020,1,11,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"The thing after the special operation loses its ability to tell time, but it still retains its ability to heat up.",hotplate
11,rose_nichols_2020,1,12,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates. It only tells time.",hotplate
12,rose_nichols_2020,1,13,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,The thing after the special operation does not retain the true purpose of hotplates.,hotplate
13,rose_nichols_2020,1,14,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the true purpose of hotplates.",hotplate
14,rose_nichols_2020,1,15,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,It is a hotplate.,"Yes, the thing after the special operation still heats up.",hotplate
15,rose_nichols_2020,1,16,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates. The true purpose of a hotplate is to heat up food. The thing after the special operation only heats up.",hotplate
16,rose_nichols_2020,1,17,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation still retains the true purpose of hotplates, which is to provide heat.",hotplate
17,rose_nichols_2020,1,18,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,It is a hotplate.,"No, it does not.",hotplate
18,rose_nichols_2020,1,19,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,It is a hotplate.,"No, the thing after the special operation no longer functions as a hotplate. It is now a clock.",hotplate
19,rose_nichols_2020,1,20,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation no longer retains the true purpose of hotplates.",hotplate
20,rose_nichols_2020,1,21,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special procedure is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates.",hotplate
21,rose_nichols_2020,1,22,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"The thing after the special operation does not retain the true purpose of hotplates. Instead, it only heats up.",hotplate
22,rose_nichols_2020,1,23,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the true purpose of hotplates.",hotplate
23,rose_nichols_2020,1,24,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation does retain the true purpose of hotplates.",hotplate
24,rose_nichols_2020,1,25,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation still functions as a hotplate.",hotplate
25,rose_nichols_2020,1,26,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"NO, the thing after the special operation does not retain the true purpose of hotplates.",hotplate
26,rose_nichols_2020,1,27,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the true purpose of hotplates.",hotplate
27,rose_nichols_2020,1,28,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the true purpose of hotplates.",hotplate
28,rose_nichols_2020,1,29,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates.",hotplate
29,rose_nichols_2020,1,30,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,It is a hotplate.,"Yes, the thing after the special operation is still a hotplate. It can be used to heat up food or anything else.",hotplate
30,rose_nichols_2020,1,31,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation still heats up. It just doesn't have a clock face anymore.",hotplate
31,rose_nichols_2020,1,32,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,It is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates.",hotplate
32,rose_nichols_2020,1,33,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates. Instead, it only heats up.",hotplate
33,rose_nichols_2020,1,34,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation does retain the true purpose of hotplates.",hotplate
34,rose_nichols_2020,1,35,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation still functions as a hotplate.",hotplate
35,rose_nichols_2020,1,36,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the purpose of hotplates because it heats up.",hotplate
36,rose_nichols_2020,1,37,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation retains the true purpose of hotplates.",hotplate
37,rose_nichols_2020,1,38,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates. A hotplate is a household appliance that typically uses an electrical coil or gas flame to heat up food.",hotplate
38,rose_nichols_2020,1,39,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"Yes, the thing after the special operation still heats up. It just doesn't tell time.",hotplate
39,rose_nichols_2020,1,40,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,It is a hotplate.,"Yes, the thing after the special operation is still a hotplate. The primary purpose of a hotplate is to generate heat, not to tell time.",hotplate
40,rose_nichols_2020,1,41,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,"The thing after the special procedure is a hotplate, not a clock.","No, the thing after the special operation does not retain the true purpose of hotplates.",hotplate
41,rose_nichols_2020,1,42,transformation,superficial,"2*(telos: preserved, changed) x 3*(kind: hotplate, vulture, magnetite) ANOVA ",glm(response ~ telos*kind),False,hotplate_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hotplate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands.  After the special procedure, the thing looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hotplate or clock?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of hotplates?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose preserved.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of hotplates. hotplates are designed to generate heat, not to tell time.",hotplate
